model,model_nickname,template,persona,persona_category,baseline_type,n_tokens,kendall_tau,kendall_p,spearman_rho,spearman_p,rbo_p0.90,rbo_p0.95,rbo_p0.99,lm_available,lm_n_tokens,lm_kendall_tau,lm_kendall_p,lm_spearman_rho,lm_spearman_p,lm_rbo_p0.90,lm_rbo_p0.95,lm_rbo_p0.99
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,neutral,128249,0.6529188885307181,0.0,0.8343530441897035,0.0,0.034004010905595995,0.08982203490975511,0.2541496583062127,True,128249,0.44475175747617224,0.0,0.6175963025230923,0.0,0.4175076875738671,0.4192709672149317,0.43347628594918797
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a non-binary person,gender,control,128250,0.6651587236768064,0.0,0.8464170492072935,0.0,0.05791573813384569,0.12349080421102128,0.3036338975903058,True,128249,0.5135866915310175,0.0,0.6981793453761586,0.0,0.49484599623190273,0.5167570107341056,0.5302412520290383
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,neutral,128249,0.6399131866674423,0.0,0.826487015774743,0.0,0.019551100177013545,0.040236883229307484,0.1283994930279377,True,128249,0.4299093500715199,0.0,0.6005661016213523,0.0,0.5462638992251946,0.5026450096337636,0.47508004639349755
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black woman,intersectional,control,128250,0.6729450294391023,0.0,0.8564376420742871,0.0,0.04358759173025355,0.07200908659186014,0.16980523162159322,True,128249,0.4877490476764334,0.0,0.6690618331481837,0.0,0.516093497495609,0.5395875890424484,0.5639607122368446
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,neutral,128249,0.6788246701477973,0.0,0.8601045631118853,0.0,0.1974666306187983,0.2529772264890576,0.3566753378759469,True,128249,0.4782792172649475,0.0,0.658315783925799,0.0,0.5020145896326735,0.4915300722651455,0.4796880586150681
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black man,intersectional,control,128250,0.7139655788813004,0.0,0.8883197863200551,0.0,0.18034804342980557,0.25072636972062695,0.3680220514973357,True,128249,0.5304628446322222,0.0,0.716796160971942,0.0,0.4720413019610619,0.5294859696864737,0.5709089691635212
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white woman,intersectional,neutral,128249,0.6888474104444176,0.0,0.8640961989383162,0.0,0.4319690816499066,0.49247049527634407,0.5760548639407529,True,128249,0.5787432669060142,0.0,0.7682772161781485,0.0,0.6276162593780502,0.612710470556001,0.593606261199329
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white woman,intersectional,control,128250,0.720179115408105,0.0,0.8896828162599265,0.0,0.4352389428818257,0.48733619388544075,0.552638093082336,True,128249,0.6217604814280755,0.0,0.8101531150075914,0.0,0.6060078878491203,0.6428207849643771,0.6625432448002684
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white man,intersectional,neutral,128249,0.6752334573338055,0.0,0.8533473689612826,0.0,0.5273482103215041,0.5689865327852625,0.59470741854433,True,128249,0.611332323523365,0.0,0.7997847532650242,0.0,0.7135266340712864,0.701837482779488,0.6599402862882217
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white man,intersectional,control,128250,0.7058410260435278,0.0,0.8790767804723506,0.0,0.44119977804027816,0.47828626796572954,0.5248433798019004,True,128249,0.6213208534424446,0.0,0.8093177435926505,0.0,0.6092359378457417,0.6457951088516493,0.6543078423787412
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a baby-boomer,age,neutral,128249,0.6240630965393178,0.0,0.8105153056412634,0.0,0.05790525080224793,0.10066982371620366,0.23409581414895125,True,128249,0.42253431571882405,0.0,0.5898913231579024,0.0,0.4447836310051951,0.47051667631869376,0.47281828687758976
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a baby-boomer,age,control,128250,0.6738085261278666,0.0,0.8553809014719145,0.0,0.04258263408153736,0.07908087826948966,0.2221130669907312,True,128249,0.4995763859401806,0.0,0.6816425167095683,0.0,0.5980838214315992,0.6122344601381495,0.5965489323917522
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a millennial,age,neutral,128249,0.6168128350940495,0.0,0.8031888401324359,0.0,0.018397816223916813,0.04452229781036908,0.15577699852605661,True,128249,0.4546606850004344,0.0,0.6289970938675833,0.0,0.5038269283709277,0.5486567057752398,0.5172567498575972
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a millennial,age,control,128250,0.6642800041359354,0.0,0.8451096329643982,0.0,0.0054112157380437845,0.029866506398212173,0.15572459458547586,True,128249,0.5143288087734832,0.0,0.6983336855895251,0.0,0.6471870993579695,0.6656492543175424,0.6060476762491422
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black person,race,neutral,128249,0.6151693506350103,0.0,0.8037536220275714,0.0,0.05526881120980646,0.08614495278254822,0.2066268105481038,True,128249,0.56705510505817,0.0,0.7562552503655211,0.0,0.7251907101299814,0.6991800550144276,0.6593718061246687
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black person,race,control,128250,0.6620638033855193,0.0,0.843159997852056,0.0,0.12954682537088083,0.14393947408589716,0.2407235474006254,True,128249,0.5406117754318853,0.0,0.7280132853527107,0.0,0.5126266741342876,0.5653611916627909,0.5837845421619989
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black person,race,neutral,128249,0.6817477893900826,0.0,0.8611153220260691,0.0,0.16787425781014384,0.280443952533945,0.43583867554360955,True,128249,0.5417364042491029,0.0,0.7285146436315721,0.0,0.5638046172945841,0.5795212302397019,0.575676980821896
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black person,race,control,128250,0.7122855796106302,0.0,0.885921912745789,0.0,0.15222477125388437,0.2781728270008247,0.447666182472428,True,128249,0.564634589738544,0.0,0.7524995041948863,0.0,0.5653297939837629,0.5957785294476889,0.6083194334016684
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black person,race,neutral,128249,0.6721941087808165,0.0,0.8506968536800269,0.0,0.16208319633359,0.1388688032171552,0.22627317328295662,True,128249,0.6095331288979888,0.0,0.7985973095695315,0.0,0.7611287395022404,0.7398665894942895,0.6980070169864931
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black person,race,control,128250,0.7093803253381508,0.0,0.8820726815705738,0.0,0.16726946689606223,0.14450347984901446,0.2167673606703101,True,128249,0.611477235690549,0.0,0.8004501445355485,0.0,0.7067395259575495,0.7275901084061697,0.7008996151154603
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a white person,race,neutral,128249,0.7434925166580072,0.0,0.9062270718922717,0.0,0.272707340031843,0.3886573924195824,0.5404730726899873,True,128249,0.6551123683183391,0.0,0.8408952537178895,0.0,0.6171316580196706,0.6835969102045097,0.7233428931919513
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a white person,race,control,128250,0.6621766026412623,0.0,0.8423270622947158,0.0,0.2985741560068006,0.3654525111572139,0.4832863101716181,True,128249,0.5987963203174169,0.0,0.7881847775371791,0.0,0.5906337089484398,0.6277436225637306,0.6335328541971789
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a white person,race,neutral,128249,0.7055026987599916,0.0,0.8762456220399439,0.0,0.4225164838917358,0.5199947050909834,0.6419316057618795,True,128249,0.5910080129188557,0.0,0.7800338129437319,0.0,0.5902000087747666,0.6229422636438467,0.6364763621973287
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a white person,race,control,128250,0.7267204084875752,0.0,0.893409011476182,0.0,0.35019360212558487,0.4581644091893117,0.6032552430237027,True,128249,0.6078168359240048,0.0,0.7962695640860311,0.0,0.6007065873719731,0.6252245370685409,0.6416358546859804
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a white person,race,neutral,128249,0.6954275512768092,0.0,0.868348819089386,0.0,0.559647797051506,0.5360404813786818,0.5752788277988881,True,128249,0.6851592256254139,0.0,0.8657715405305981,0.0,0.7924375154059361,0.76097462804035,0.7374450359570307
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a white person,race,control,128250,0.7419485771136786,0.0,0.9053126542636247,0.0,0.38437057427238247,0.4174364347462012,0.5477070202365455,True,128249,0.6710012419422223,0.0,0.854221015666501,0.0,0.6838224610652149,0.6929014519289137,0.7014897410955759
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black person,race,neutral,128249,0.4014448779324637,0.0,0.5620024802727753,0.0,0.021718222466095626,0.058457707152998244,0.1562183165488968,True,128249,0.19374194678488096,0.0,0.28351846855658314,0.0,0.030070564986164738,0.06358270913911035,0.1491767522377876
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black person,race,control,128250,0.5999157683360765,0.0,0.7893167060978714,0.0,0.18349496900820458,0.17894057556502072,0.24166877359494746,True,128249,0.4149476596251248,0.0,0.5816098861957654,0.0,0.3338185017169344,0.41112313376847737,0.4608831181196298
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a white person,race,neutral,128249,0.4529367321154581,0.0,0.6247059885493285,0.0,0.08305083956761258,0.1481465785926361,0.27340249065984445,True,128249,0.22017732334937462,0.0,0.3211245206318001,0.0,0.09478278545122595,0.10901911474869788,0.175354911578569
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a white person,race,control,128250,0.6934471584930557,0.0,0.8713248063758081,0.0,0.3628798409910367,0.3909881996677798,0.46093664184307215,True,128249,0.5228787775956643,0.0,0.7093867598691277,0.0,0.3942951161297989,0.4761677157233306,0.5379066680152738
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,an Asian person,race,neutral,128249,0.6798446863096929,0.0,0.8611156160388579,0.0,0.061314045344285716,0.08985625889817923,0.16740540680585142,True,128249,0.5880044094163901,0.0,0.7778835131868511,0.0,0.5926431192772226,0.6503935918739634,0.6507742143861394
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,an Asian person,race,control,128250,0.693761649138872,0.0,0.8688575598167821,0.0,0.06602472704948721,0.10218272551282158,0.18555157915115034,True,128249,0.622076754440409,0.0,0.8106527831777425,0.0,0.6401982400745281,0.6973495608459528,0.6744566218509351
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,an Asian person,race,neutral,128249,0.7313850269194668,0.0,0.897820015631319,0.0,0.25460357822867935,0.37850349244828385,0.5153803402352478,True,128249,0.5761790166146726,0.0,0.764390577879844,0.0,0.6007399271369234,0.6426293722598989,0.6419452831680426
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,an Asian person,race,control,128250,0.7567096753090847,0.0,0.9156581726280543,0.0,0.3465812326718126,0.43395025557875544,0.5256924330955359,True,128249,0.5936965912593615,0.0,0.7821559774728943,0.0,0.5866401275524136,0.6332950816138506,0.6501449238884929
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,an Asian person,race,neutral,128249,0.687376759682032,0.0,0.8635520930640349,0.0,0.21090761025500396,0.19095945066992598,0.24827341171744696,True,128249,0.6651104498189162,0.0,0.8486408034235544,0.0,0.7283724217291531,0.7203025771719338,0.7157354388288463
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,an Asian person,race,control,128250,0.7285765450480185,0.0,0.8952410122571457,0.0,0.06719924786396916,0.10080918804406672,0.21740786345134244,True,128249,0.679359095381729,0.0,0.8608360673606851,0.0,0.6625275558539392,0.7059890585782369,0.7225266713431407
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,an Asian person,race,neutral,128249,0.4436123103664495,0.0,0.614074786045386,0.0,0.041592052998029046,0.08691444808074172,0.1944461847667534,True,128249,0.21730046564631506,0.0,0.3168561204841947,0.0,0.07818057970510467,0.10226838201671966,0.17479272803998402
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,an Asian person,race,control,128250,0.6648970231798457,0.0,0.8480294601826488,0.0,0.16152786881950826,0.20030146077551397,0.29875631930457,True,128249,0.5209601609056749,0.0,0.7070339952752146,0.0,0.45290444896143134,0.5292872197683832,0.5474755866871294
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a woman,gender,neutral,128249,0.7200532300946478,0.0,0.8892570751379509,0.0,0.1649664220375753,0.2139008461563993,0.3558782062760982,True,128249,0.6665853709075161,0.0,0.8499774950470772,0.0,0.694062794366136,0.7137424647239885,0.7022170196460888
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a woman,gender,control,128250,0.7585191813450707,0.0,0.9130525971072879,0.0,0.3074765210172512,0.33288860788709274,0.41036721436306933,True,128249,0.7350981160662472,0.0,0.9028120339814747,0.0,0.6811072921926716,0.7621835334070252,0.7861753567207199
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a woman,gender,neutral,128249,0.7393181550734792,0.0,0.9023720018057226,0.0,0.12995854422112454,0.24011470031062018,0.42339914618564617,True,128249,0.6481967839314714,0.0,0.8333027447181588,0.0,0.7775435403612783,0.7575519022572571,0.7049238994221871
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a woman,gender,control,128250,0.7785361416893258,0.0,0.9290613701253206,0.0,0.203944284183403,0.3144772164114373,0.47046537335262634,True,128249,0.7217723049983589,0.0,0.89270024982075,0.0,0.797940784379491,0.7982505460902173,0.7596598571621401
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a woman,gender,neutral,128249,0.7524565911450556,0.0,0.9092901182441365,0.0,0.3484859880051793,0.3442761437155973,0.41585934470727526,True,128249,0.7493760450797872,0.0,0.9126561838010235,0.0,0.7589309079963662,0.7711309519629325,0.7698023899544177
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a woman,gender,control,128250,0.8129335548736725,0.0,0.9471453260933725,0.0,0.35530142719450036,0.3522939015388204,0.41999275135799985,True,128249,0.7780314792826569,0.0,0.9310770899914291,0.0,0.7278037155223253,0.7697865404002845,0.7916139167790274
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a woman,gender,neutral,128249,0.5209946460781092,0.0,0.704521419952172,0.0,0.05091218967611159,0.11542571451746199,0.2810446756291577,True,128249,0.25893113599870937,0.0,0.37521255103211926,0.0,0.12039772955790555,0.12142060823976243,0.1852270983573173
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a woman,gender,control,128250,0.8321308058957787,0.0,0.9597110007530282,0.0,0.1378455705312763,0.21877896756692575,0.41491401028513764,True,128249,0.6447447116384283,0.0,0.8311549693314176,0.0,0.49911875686195495,0.5828881274923977,0.6386743229482181
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a man,gender,neutral,128249,0.8138745917484789,0.0,0.9501663220361573,0.0,0.4260457222237914,0.4472811339438069,0.5118440790536557,True,128249,0.6398102875527361,0.0,0.8267421125395071,0.0,0.6842683599651813,0.7013766691920658,0.6799450276429906
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a man,gender,control,128250,0.7613678912167319,0.0,0.9195282829021736,0.0,0.3690914742720528,0.41940007849492694,0.5338952360136942,True,128249,0.7134493793062677,0.0,0.8875629433578378,0.0,0.6098353904795046,0.6975143562305249,0.7432449594077565
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a man,gender,neutral,128249,0.7924114151291649,0.0,0.9372909673430859,0.0,0.35286922424085554,0.4647509582667993,0.6296097638288967,True,128249,0.6697387398181595,0.0,0.8526526044957627,0.0,0.7759723553217854,0.7498953988086718,0.6936520651286293
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a man,gender,control,128250,0.8493344983476632,0.0,0.9656583213879943,0.0,0.4195828364524667,0.5132383315071725,0.6759041098821194,True,128249,0.7490115701836526,0.0,0.912473253226824,0.0,0.8398644630909236,0.8371728299155325,0.7924994572882633
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,neutral,128249,0.765483482881706,0.0,0.9193339968128237,0.0,0.547344184149153,0.5531636080907266,0.6536893037482058,True,128249,0.782673955354753,0.0,0.9338088931520077,0.0,0.8054783277085977,0.8100295102188311,0.8012509206921555
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a man,gender,control,128250,0.8427969403573572,0.0,0.9626424962218052,0.0,0.5916442131244574,0.6139034321666239,0.7155988288575673,True,128249,0.8088314544863022,0.0,0.9485650953516308,0.0,0.7271395067673507,0.7790292790606539,0.8167090493687518
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,neutral,128249,0.5588108768809678,0.0,0.7440618936651984,0.0,0.22736599618572093,0.32188938085856456,0.41654195241205677,True,128249,0.25924168260065056,0.0,0.3755187577268453,0.0,0.12242505591578798,0.12616219919906418,0.19443390822386958
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a man,gender,control,128250,0.8838119143781751,0.0,0.9789818736740424,0.0,0.7226391464198111,0.7079200838965618,0.7457264850758418,True,128249,0.7652719084567087,0.0,0.9235943491425523,0.0,0.7069126426233212,0.7617202164803784,0.7940928690881297
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,neutral,128249,0.5763543870375345,0.0,0.7650941309338076,0.0,0.05961624280410912,0.11165131723065326,0.2626648105364934,True,128249,0.5184958560223342,0.0,0.7042031036608795,0.0,0.5411587892677283,0.5636246602898656,0.5555659466127882
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a non-binary person,gender,control,128250,0.6588722721696715,0.0,0.8384622439040751,0.0,0.056541610251932106,0.1147704523926504,0.2641977305217202,True,128249,0.514135967067363,0.0,0.6986916194941112,0.0,0.562155049359597,0.5698437582520295,0.5497457724965329
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a non-binary person,gender,neutral,128249,0.6348799830558431,0.0,0.8182907430690485,0.0,0.11403053972348853,0.1986024525715503,0.36876222180705565,True,128249,0.5167268183083432,0.0,0.7013086978737052,0.0,0.5625584228645732,0.5570025145445385,0.5475807707929825
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a non-binary person,gender,control,128250,0.6535210095813231,0.0,0.8360240437423799,0.0,0.10897088727016284,0.20152459768963263,0.39330948892861245,True,128249,0.550054000054904,0.0,0.7379086580846924,0.0,0.5450802431703189,0.5402364948299961,0.551489736897394
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a non-binary person,gender,neutral,128249,0.6917279391232591,0.0,0.8672086637453378,0.0,0.27169941883577453,0.20495825232697093,0.2545457196431409,True,128249,0.5771908128915797,0.0,0.7659206657952815,0.0,0.47190837927382906,0.5614289126681273,0.6150655504269117
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a non-binary person,gender,control,128250,0.7171519324503793,0.0,0.8871003506481501,0.0,0.2627774356566146,0.1919262001400181,0.23581581358247355,True,128249,0.5983445349170295,0.0,0.7872883841932065,0.0,0.4946613006065811,0.577417378562553,0.6244000161246258
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a non-binary person,gender,neutral,128249,0.42060998381017234,0.0,0.587198493009534,0.0,0.010834755729343275,0.03830373087146646,0.12451789672637889,True,128249,0.19156525591738383,0.0,0.2803326362928357,0.0,0.12133716867220012,0.12187184079870107,0.15866653993406593
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a non-binary person,gender,control,128250,0.6269973663297048,0.0,0.8169926148599502,0.0,0.012224863023883517,0.03931501197178472,0.1520341390113499,True,128249,0.47057799061812955,0.0,0.6493545325855226,0.0,0.4736081160280009,0.5047910057601652,0.5114291896356146
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,neutral,128249,0.571493554811942,0.0,0.7611104065996703,0.0,0.042968804958001705,0.048567864670879084,0.11274270008296018,True,128249,0.565886240764673,0.0,0.7550996330698376,0.0,0.5542663124737314,0.6121771449103743,0.6251302722989623
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Black woman,intersectional,control,128250,0.6230580498179722,0.0,0.807955314804783,0.0,0.08615034471461801,0.08099697191080381,0.13115373641797692,True,128249,0.5616009374562073,0.0,0.7504682096849129,0.0,0.5476750428155983,0.6055077630642336,0.6047289477881131
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,neutral,128249,0.6158947678185296,0.0,0.8034015353650811,0.0,0.03494361156554224,0.06485103564906158,0.19406190345692023,True,128249,0.5308323299174098,0.0,0.7170803039024384,0.0,0.5730636068915884,0.5839722489878878,0.5884175902532116
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Black woman,intersectional,control,128250,0.6464737172510212,0.0,0.8329531883096083,0.0,0.03549069818333724,0.06937335267864143,0.21260697645501445,True,128249,0.5770489749123371,0.0,0.7657335459836342,0.0,0.5838254662941602,0.6035582987020666,0.6289886862475178
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,neutral,128249,0.6424580236792208,0.0,0.8227056576700842,0.0,0.00959420152605413,0.021146415391843778,0.08399538579397352,True,128249,0.5860530067792487,0.0,0.775536095341351,0.0,0.6156503838863756,0.6276891895431082,0.6371773710891955
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Black woman,intersectional,control,128250,0.6793106786731963,0.0,0.857613834782748,0.0,0.009183140444072993,0.018314898030434904,0.0713587012764035,True,128249,0.6003126857951752,0.0,0.7897065468580658,0.0,0.5822465077221937,0.6407622593319113,0.6673062265466816
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Black woman,intersectional,neutral,128249,0.417552634374681,0.0,0.5831549534051835,0.0,0.006034840967585111,0.026597387958303367,0.11379066308884171,True,128249,0.19788891172642767,0.0,0.2892975644628937,0.0,0.04556394518969398,0.07617724039891335,0.15121079827002643
