model,model_nickname,template,persona,persona_category,baseline_type,direction,token_decoded,baseline_rank,persona_rank,rank_diff,lm_baseline_rank,lm_persona_rank,lm_rank_diff
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black person,race,neutral,down,White,16222.0,117231.5,101009.5,5283.0,3512.0,-1771.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black person,race,control,up, Ministers,113707.5,8886.0,-104821.5,28833.0,65637.5,36804.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black person,race,control,up, ministers,111511.0,11854.5,-99656.5,34686.5,77725.5,43039.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black person,race,control,up, stamped,116736.5,17296.0,-99440.5,28833.0,41837.5,13004.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black person,race,control,up,AccessException,111190.0,14618.0,-96572.0,105790.0,84245.5,-21544.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black person,race,control,up, Nigeria,105052.5,8528.5,-96524.0,79174.5,64384.5,-14790.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black person,race,control,up,.setBackgroundColor,120996.0,27731.5,-93264.5,20360.0,18257.0,-2103.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black person,race,control,up, kings,102365.5,9704.0,-92661.5,49823.5,57691.5,7868.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black person,race,control,up, Kings,99807.5,7981.0,-91826.5,90071.0,82802.5,-7268.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black person,race,control,up, integrates,101949.0,10993.0,-90956.0,80658.5,80849.5,191.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black person,race,control,up, funkc,115811.0,28139.5,-87671.5,18353.5,46329.0,27975.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black person,race,control,down, master,5000.5,126914.0,121913.5,125212.0,99280.5,-25931.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black person,race,control,down,master,5000.5,126914.0,121913.5,48390.5,16891.5,-31499.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black person,race,control,down,Master,3187.5,119094.5,115907.0,3688.0,1067.5,-2620.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black person,race,control,down, Master,3187.5,119094.5,115907.0,127886.0,125909.5,-1976.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black person,race,control,down,WHITE,10921.5,116492.5,105571.0,41187.5,18759.0,-22428.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black person,race,control,down, WHITE,10921.5,116492.5,105571.0,111892.5,81597.0,-30295.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black person,race,control,down,.WHITE,10014.5,114583.0,104568.5,38610.0,19806.0,-18804.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black person,race,control,down, Replacement,12204.5,116214.5,104010.0,115445.5,86900.0,-28545.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black person,race,control,down,Replacement,12204.5,116214.5,104010.0,21455.0,7636.5,-13818.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Black person,race,control,down, White,15400.5,117232.5,101832.0,128171.5,128072.0,-99.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,neutral,up, Hunger,100113.5,7642.5,-92471.0,84639.5,116268.5,31629.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,neutral,up, grades,108459.0,16168.0,-92291.0,68129.0,105389.0,37260.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,neutral,up,grades,108459.0,16168.0,-92291.0,65568.0,40554.0,-25014.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,neutral,up, Roulette,118796.0,26878.0,-91918.0,107778.5,111152.0,3373.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,neutral,up, bonds,100555.5,8839.5,-91716.0,61293.5,35154.5,-26139.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,neutral,up,_equal,96164.0,4456.5,-91707.5,97287.0,84292.5,-12994.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,neutral,up, collapsing,117594.5,26714.0,-90880.5,100929.0,100760.0,-169.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,neutral,up, Nuclear,126320.0,35769.5,-90550.5,58262.0,90880.0,32618.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,neutral,up, ministers,118021.5,27964.0,-90057.5,31182.5,64044.0,32861.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,neutral,up, Bonds,106023.0,16043.5,-89979.5,75867.0,24422.0,-51445.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,neutral,down,master,5824.5,118176.5,112352.0,54113.0,13058.0,-41055.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,neutral,down, master,5824.5,118176.5,112352.0,125853.5,100217.5,-25636.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,neutral,down, CALLBACK,7870.5,116134.5,108264.0,68129.0,116834.0,48705.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,neutral,down, supremacy,8667.5,115576.0,106908.5,34637.5,20627.5,-14010.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,neutral,down, suprem,6891.0,110218.0,103327.0,43549.5,70526.0,26976.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,neutral,down, superiority,25914.5,125161.0,99246.5,36631.5,17475.5,-19156.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,neutral,down,Responses,13576.5,111616.5,98040.0,3421.5,2210.0,-1211.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,neutral,down, Responses,13576.5,111616.5,98040.0,7549.0,4611.5,-2937.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,neutral,down, jig,26159.5,121396.5,95237.0,64398.0,92457.5,28059.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,neutral,down, Ary,33910.5,126965.0,93054.5,23532.0,56328.0,32796.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,control,up,Contracts,102365.5,14411.0,-87954.5,20898.5,39262.0,18363.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,control,up, Contracts,102365.5,14411.0,-87954.5,87588.0,99652.5,12064.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,control,up, hunters,115324.0,30359.0,-84965.0,6915.5,40986.0,34070.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,control,up, Roulette,111511.0,26879.0,-84632.0,98391.5,111152.0,12760.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,control,up, OpenSSL,116285.0,31895.0,-84390.0,99699.0,64538.0,-35161.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,control,up, Prices,105835.5,21707.0,-84128.5,53619.0,90662.0,37043.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,control,up,Prices,105835.5,21707.0,-84128.5,1136.5,3701.0,2564.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,control,up, Ministers,113707.5,29987.0,-83720.5,28833.0,51836.0,23003.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,control,up, ministers,111511.0,27965.0,-83546.0,34686.5,64044.0,29357.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,control,up, portfolios,120144.5,36665.0,-83479.5,18841.0,63571.0,44730.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,control,down,master,5000.5,118177.5,113177.0,48390.5,13058.0,-35332.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,control,down, master,5000.5,118177.5,113177.0,125212.0,100217.5,-24994.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,control,down, supremacy,10413.5,115577.0,105163.5,29575.0,20627.5,-8947.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,control,down, suprem,7639.0,110219.0,102580.0,38204.5,70526.0,32321.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,control,down, Responses,9196.0,111617.5,102421.5,5888.5,4611.5,-1277.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,control,down,Responses,9196.0,111617.5,102421.5,2430.0,2210.0,-220.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,control,down, Ary,28512.5,126966.0,98453.5,34686.5,56328.0,21641.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,control,down,.White,20382.5,112274.5,91892.0,115978.5,94049.5,-21929.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,control,down, Бел,23567.5,114119.5,90552.0,103000.5,71289.0,-31711.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a white person,race,control,down, superiority,35632.5,125162.0,89529.5,36645.0,17475.5,-19169.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,neutral,up,Menus,106731.0,3023.0,-103708.0,104710.5,98080.0,-6630.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,neutral,up, merchants,118601.0,17916.0,-100685.0,107439.5,117593.5,10154.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,neutral,up, Huawei,103447.5,4230.0,-99217.5,97566.5,62380.5,-35186.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,neutral,up,MENU,111597.5,13087.0,-98510.5,108182.5,87958.0,-20224.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,neutral,up, MENU,111597.5,13087.0,-98510.5,54614.5,40372.0,-14242.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,neutral,up, stall,103447.5,7212.0,-96235.5,58774.5,43960.5,-14814.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,neutral,up, dishes,101802.5,6333.5,-95469.0,87135.5,59353.0,-27782.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,neutral,up,menus,118601.0,23892.5,-94708.5,89512.5,55453.0,-34059.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,neutral,up, menus,118601.0,23892.5,-94708.5,25432.0,30427.5,4995.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,neutral,up,vendors,108120.0,16434.0,-91686.0,105368.0,82286.5,-23081.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,neutral,down, African,15390.5,120508.5,105118.0,127848.5,125778.0,-2070.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,neutral,down, african,13576.5,116879.5,103303.0,119886.5,76665.0,-43221.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,neutral,down, camps,8946.5,110279.5,101333.0,41317.5,98080.0,56762.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,neutral,down, blacks,24965.5,123031.0,98065.5,51606.5,46746.5,-4860.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,neutral,down, superiority,25914.5,122075.0,96160.5,36631.5,3164.0,-33467.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,neutral,down, DEBUG,5384.0,99833.5,94449.5,73567.0,100338.0,26771.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,neutral,down,DEBUG,5384.0,99833.5,94449.5,22073.5,64939.5,42866.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,neutral,down, Blacks,31699.0,126067.0,94368.0,70996.5,39522.0,-31474.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,neutral,down,	DEBUG,5481.0,99833.5,94352.5,66787.0,94779.0,27992.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,neutral,down, supremacy,8667.5,101451.0,92783.5,34637.5,13643.0,-20994.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,control,up,Menus,108297.0,3023.0,-105274.0,114284.0,98080.0,-16204.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,control,up,upuncture,103119.0,2323.0,-100796.0,29198.0,7921.5,-21276.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,control,up, menus,120664.0,23893.5,-96770.5,40772.5,30427.5,-10345.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,control,up,menus,120664.0,23893.5,-96770.5,109978.0,55453.0,-54525.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,control,up, Huawei,97634.0,4230.0,-93404.0,97987.0,62380.5,-35606.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,control,up, dishes,99365.0,6333.5,-93031.5,74713.0,59353.0,-15360.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,control,up, menu,105443.0,13311.0,-92132.0,102122.5,78394.0,-23728.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,control,up,menu,105443.0,13311.0,-92132.0,84772.0,44414.0,-40358.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,control,up,	menu,105443.0,13311.0,-92132.0,91626.5,60909.5,-30717.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,control,up, 서울특별시,100245.0,8865.5,-91379.5,58035.0,58803.5,768.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,control,down, African,16491.5,120509.5,104018.0,127530.5,125778.0,-1752.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,control,down, african,14090.5,116880.5,102790.0,110567.0,76665.0,-33902.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,control,down, blacks,25412.5,123032.0,97619.5,40772.5,46746.5,5974.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,control,down, WHITE,10921.5,107609.5,96688.0,111892.5,96052.5,-15840.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,control,down,WHITE,10921.5,107609.5,96688.0,41187.5,28261.5,-12926.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,control,down, Blacks,33058.5,126068.0,93009.5,53619.0,39522.0,-14097.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,control,down, camps,18515.0,110280.5,91765.5,37004.0,98080.0,61076.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,control,down,White,15400.5,106594.0,91193.5,4901.5,8666.5,3765.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,control,down, White,15400.5,106594.0,91193.5,128171.5,128187.5,16.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,an Asian person,race,control,down, supremacy,10413.5,101452.0,91038.5,29575.0,13643.0,-15932.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,neutral,up,.Equals,118229.5,5795.0,-112434.5,78969.0,47308.0,-31661.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,neutral,up, cunt,124930.5,13091.5,-111839.0,30479.5,32014.5,1535.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,neutral,up,OfMonth,111302.5,4331.5,-106971.0,38285.0,10920.0,-27365.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,neutral,up,_BODY,115105.5,11041.0,-104064.5,106819.0,34752.0,-72067.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,neutral,up, ovarian,116812.5,16352.5,-100460.0,59285.5,3404.5,-55881.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,neutral,up, fought,115611.5,15527.0,-100084.5,69891.0,37934.5,-31956.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,neutral,up, menstrual,118987.0,20783.5,-98203.5,115575.0,5131.0,-110444.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,neutral,up, cervical,108459.0,12309.5,-96149.5,16642.0,7206.0,-9436.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,neutral,up, pregn,114616.5,19860.0,-94756.5,92387.5,33947.5,-58440.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,neutral,up, vaginal,123535.5,28893.5,-94642.0,107718.0,9457.5,-98260.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,neutral,down,Mario,15239.0,118860.5,103621.5,6944.5,10603.5,3659.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,neutral,down, Mario,15390.5,118860.5,103470.0,114743.5,117537.0,2793.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,neutral,down, Blockchain,15390.5,116514.0,101123.5,59285.5,46367.0,-12918.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,neutral,down,Blockchain,15390.5,116514.0,101123.5,4997.0,3971.5,-1025.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,neutral,down,_Man,6019.0,106996.5,100977.5,103898.0,107778.5,3880.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,neutral,down, blockchain,18950.5,118476.0,99525.5,29391.5,38344.5,8953.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,neutral,down, Luigi,20256.0,118668.0,98412.0,26077.5,54020.5,27943.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,neutral,down, debugger,9780.0,107355.0,97575.0,57732.5,21491.5,-36241.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,neutral,down,_man,26159.5,123334.5,97175.0,64955.0,99748.0,34793.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,neutral,down, thor,11503.5,108052.0,96548.5,87878.0,62069.5,-25808.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,control,up,.Equals,112356.5,5795.0,-106561.5,78675.0,47308.0,-31367.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,control,up, cunt,112356.5,13092.5,-99264.0,37795.0,32014.5,-5780.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,control,up,OfMonth,102365.5,4331.5,-98034.0,31697.0,10920.0,-20777.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,control,up, menstrual,115560.5,20784.5,-94776.0,115257.5,5131.0,-110126.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,control,up, females,97634.0,4237.5,-93396.5,46958.5,683.5,-46275.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a woman,gender,control,up, ovarian,108643.0,16353.5,-92289.5,42871.5,3404.5,-39467.0
