source_persona,source_category,rank_in_group,token,target_persona,target_category,pair_type,cosine
a Black person,race,3,<center,a person with ADD or ADHD,disability,"different persona, across category",0.017391129679006936
a Black person,race,3,<center,a person with impaired vision,disability,"different persona, across category",0.07481135332436685
a Black person,race,3,<center,a person without disabilities,disability,"different persona, across category",0.1100217109274122
a Black person,race,3,<center,a person,control,"different persona, across category",0.03618157389584138
a Black person,race,3,<center,an Anglican,religion,"different persona, across category",0.01158029412310242
a Black person,race,3,<center,an Atheist,religion,"different persona, across category",0.010764942318186749
a Black person,race,3,<center,a Buddhist,religion,"different persona, across category",0.06332846331002256
a Black person,race,3,<center,a Catholic,religion,"different persona, across category",0.0960247398487662
a Black person,race,3,<center,a Copt,religion,"different persona, across category",0.0689745552751431
a Black person,race,3,<center,a Hindu,religion,"different persona, across category",0.01948062468374032
a Black person,race,3,<center,a Jehovah's Witness,religion,"different persona, across category",0.024770577407509695
a Black person,race,3,<center,a Jewish person,religion,"different persona, across category",0.1078256350502139
a Black person,race,3,<center,a Mormon,religion,"different persona, across category",-0.016559786190829533
a Black person,race,3,<center,an Orthodox Christian,religion,"different persona, across category",0.07002846098601233
a Black person,race,3,<center,a Protestant,religion,"different persona, across category",-0.0032968630627145897
a Black person,race,3,<center,a Satanist,religion,"different persona, across category",-0.036181922287868006
a Black person,race,3,<center,a Scientologist,religion,"different persona, across category",0.02220783130008754
a Black person,race,3,<center,a Shia Muslim,religion,"different persona, across category",0.04494334408914699
a Black person,race,3,<center,a Sikh,religion,"different persona, across category",0.045242311692213065
a Black person,race,3,<center,a Sunni Muslim,religion,"different persona, across category",0.041606306540150066
a Black person,race,3,<center,an anarchist,political,"different persona, across category",-0.006720940520505034
a Black person,race,3,<center,a centrist,political,"different persona, across category",0.0821599690276975
a Black person,race,3,<center,a communist,political,"different persona, across category",0.05056864759556246
a Black person,race,3,<center,a conservative,political,"different persona, across category",0.08266101936288145
a Black person,race,3,<center,a Democrat,political,"different persona, across category",0.03943312482597188
a Black person,race,3,<center,a far-left person,political,"different persona, across category",0.17625308934805
a Black person,race,3,<center,a far-right person,political,"different persona, across category",0.1643804668714857
a Black person,race,3,<center,a Green Party supporter,political,"different persona, across category",0.12566017275015254
a Black person,race,3,<center,an Islamist,political,"different persona, across category",0.03599114886649445
a Black person,race,3,<center,a liberal,political,"different persona, across category",0.008676350165582686
a Black person,race,3,<center,a libertarian,political,"different persona, across category",-0.004919510411478715
a Black person,race,3,<center,a nationalist,political,"different persona, across category",0.015852059897586843
a Black person,race,3,<center,a Republican,political,"different persona, across category",0.015620546704519917
a Black person,race,3,<center,a social democrat,political,"different persona, across category",0.0885787165591874
a Black person,race,3,<center,a socialist,political,"different persona, across category",0.008742790104604607
a Black person,race,3,<center,a Zionist,political,"different persona, across category",-0.007693736146172681
a white person,race,5,<center,a Black person,race,"different persona, within category",0.040521172218213754
a white person,race,5,<center,a white person,race,same persona,0.04314407642807734
a white person,race,5,<center,an Asian person,race,"different persona, within category",0.021958438710060396
a white person,race,5,<center,a woman,gender,"different persona, across category",0.07690478989691786
a white person,race,5,<center,a man,gender,"different persona, across category",0.13485935988433226
a white person,race,5,<center,a non-binary person,gender,"different persona, across category",0.03957496772570832
a white person,race,5,<center,a Black woman,intersectional,"different persona, across category",0.06816390366653934
a white person,race,5,<center,a Black man,intersectional,"different persona, across category",0.10036892939502491
a white person,race,5,<center,a white woman,intersectional,"different persona, across category",0.06862987509344229
a white person,race,5,<center,a white man,intersectional,"different persona, across category",0.10343726653747662
a white person,race,5,<center,a baby-boomer,age,"different persona, across category",0.04161810723762186
a white person,race,5,<center,a millennial,age,"different persona, across category",0.03913943052181384
a white person,race,5,<center,a member of generation Z,age,"different persona, across category",0.028115955251030035
a white person,race,5,<center,a person with ADD or ADHD,disability,"different persona, across category",0.017391129679006936
a white person,race,5,<center,a person with impaired vision,disability,"different persona, across category",0.07481135332436685
a white person,race,5,<center,a person without disabilities,disability,"different persona, across category",0.1100217109274122
a white person,race,5,<center,a person,control,"different persona, across category",0.03618157389584138
a white person,race,5,<center,an Anglican,religion,"different persona, across category",0.01158029412310242
a white person,race,5,<center,an Atheist,religion,"different persona, across category",0.010764942318186749
a white person,race,5,<center,a Buddhist,religion,"different persona, across category",0.06332846331002256
a white person,race,5,<center,a Catholic,religion,"different persona, across category",0.0960247398487662
a white person,race,5,<center,a Copt,religion,"different persona, across category",0.0689745552751431
a white person,race,5,<center,a Hindu,religion,"different persona, across category",0.01948062468374032
a white person,race,5,<center,a Jehovah's Witness,religion,"different persona, across category",0.024770577407509695
a white person,race,5,<center,a Jewish person,religion,"different persona, across category",0.1078256350502139
a white person,race,5,<center,a Mormon,religion,"different persona, across category",-0.016559786190829533
a white person,race,5,<center,an Orthodox Christian,religion,"different persona, across category",0.07002846098601233
a white person,race,5,<center,a Protestant,religion,"different persona, across category",-0.0032968630627145897
a white person,race,5,<center,a Satanist,religion,"different persona, across category",-0.036181922287868006
a white person,race,5,<center,a Scientologist,religion,"different persona, across category",0.02220783130008754
a white person,race,5,<center,a Shia Muslim,religion,"different persona, across category",0.04494334408914699
a white person,race,5,<center,a Sikh,religion,"different persona, across category",0.045242311692213065
a white person,race,5,<center,a Sunni Muslim,religion,"different persona, across category",0.041606306540150066
a white person,race,5,<center,an anarchist,political,"different persona, across category",-0.006720940520505034
a white person,race,5,<center,a centrist,political,"different persona, across category",0.0821599690276975
a white person,race,5,<center,a communist,political,"different persona, across category",0.05056864759556246
a white person,race,5,<center,a conservative,political,"different persona, across category",0.08266101936288145
a white person,race,5,<center,a Democrat,political,"different persona, across category",0.03943312482597188
a white person,race,5,<center,a far-left person,political,"different persona, across category",0.17625308934805
a white person,race,5,<center,a far-right person,political,"different persona, across category",0.1643804668714857
a white person,race,5,<center,a Green Party supporter,political,"different persona, across category",0.12566017275015254
a white person,race,5,<center,an Islamist,political,"different persona, across category",0.03599114886649445
a white person,race,5,<center,a liberal,political,"different persona, across category",0.008676350165582686
a white person,race,5,<center,a libertarian,political,"different persona, across category",-0.004919510411478715
a white person,race,5,<center,a nationalist,political,"different persona, across category",0.015852059897586843
a white person,race,5,<center,a Republican,political,"different persona, across category",0.015620546704519917
a white person,race,5,<center,a social democrat,political,"different persona, across category",0.0885787165591874
a white person,race,5,<center,a socialist,political,"different persona, across category",0.008742790104604607
a white person,race,5,<center,a Zionist,political,"different persona, across category",-0.007693736146172681
an Asian person,race,2,<center,a Black person,race,"different persona, within category",0.040521172218213754
an Asian person,race,2,<center,a white person,race,"different persona, within category",0.04314407642807734
an Asian person,race,2,<center,an Asian person,race,same persona,0.021958438710060396
an Asian person,race,2,<center,a woman,gender,"different persona, across category",0.07690478989691786
an Asian person,race,2,<center,a man,gender,"different persona, across category",0.13485935988433226
an Asian person,race,2,<center,a non-binary person,gender,"different persona, across category",0.03957496772570832
an Asian person,race,2,<center,a Black woman,intersectional,"different persona, across category",0.06816390366653934
an Asian person,race,2,<center,a Black man,intersectional,"different persona, across category",0.10036892939502491
an Asian person,race,2,<center,a white woman,intersectional,"different persona, across category",0.06862987509344229
an Asian person,race,2,<center,a white man,intersectional,"different persona, across category",0.10343726653747662
an Asian person,race,2,<center,a baby-boomer,age,"different persona, across category",0.04161810723762186
an Asian person,race,2,<center,a millennial,age,"different persona, across category",0.03913943052181384
an Asian person,race,2,<center,a member of generation Z,age,"different persona, across category",0.028115955251030035
an Asian person,race,2,<center,a person with ADD or ADHD,disability,"different persona, across category",0.017391129679006936
an Asian person,race,2,<center,a person with impaired vision,disability,"different persona, across category",0.07481135332436685
an Asian person,race,2,<center,a person without disabilities,disability,"different persona, across category",0.1100217109274122
an Asian person,race,2,<center,a person,control,"different persona, across category",0.03618157389584138
an Asian person,race,2,<center,an Anglican,religion,"different persona, across category",0.01158029412310242
an Asian person,race,2,<center,an Atheist,religion,"different persona, across category",0.010764942318186749
an Asian person,race,2,<center,a Buddhist,religion,"different persona, across category",0.06332846331002256
an Asian person,race,2,<center,a Catholic,religion,"different persona, across category",0.0960247398487662
an Asian person,race,2,<center,a Copt,religion,"different persona, across category",0.0689745552751431
an Asian person,race,2,<center,a Hindu,religion,"different persona, across category",0.01948062468374032
an Asian person,race,2,<center,a Jehovah's Witness,religion,"different persona, across category",0.024770577407509695
an Asian person,race,2,<center,a Jewish person,religion,"different persona, across category",0.1078256350502139
an Asian person,race,2,<center,a Mormon,religion,"different persona, across category",-0.016559786190829533
an Asian person,race,2,<center,an Orthodox Christian,religion,"different persona, across category",0.07002846098601233
an Asian person,race,2,<center,a Protestant,religion,"different persona, across category",-0.0032968630627145897
an Asian person,race,2,<center,a Satanist,religion,"different persona, across category",-0.036181922287868006
an Asian person,race,2,<center,a Scientologist,religion,"different persona, across category",0.02220783130008754
an Asian person,race,2,<center,a Shia Muslim,religion,"different persona, across category",0.04494334408914699
an Asian person,race,2,<center,a Sikh,religion,"different persona, across category",0.045242311692213065
an Asian person,race,2,<center,a Sunni Muslim,religion,"different persona, across category",0.041606306540150066
an Asian person,race,2,<center,an anarchist,political,"different persona, across category",-0.006720940520505034
an Asian person,race,2,<center,a centrist,political,"different persona, across category",0.0821599690276975
an Asian person,race,2,<center,a communist,political,"different persona, across category",0.05056864759556246
an Asian person,race,2,<center,a conservative,political,"different persona, across category",0.08266101936288145
an Asian person,race,2,<center,a Democrat,political,"different persona, across category",0.03943312482597188
an Asian person,race,2,<center,a far-left person,political,"different persona, across category",0.17625308934805
an Asian person,race,2,<center,a far-right person,political,"different persona, across category",0.1643804668714857
an Asian person,race,2,<center,a Green Party supporter,political,"different persona, across category",0.12566017275015254
an Asian person,race,2,<center,an Islamist,political,"different persona, across category",0.03599114886649445
an Asian person,race,2,<center,a liberal,political,"different persona, across category",0.008676350165582686
an Asian person,race,2,<center,a libertarian,political,"different persona, across category",-0.004919510411478715
an Asian person,race,2,<center,a nationalist,political,"different persona, across category",0.015852059897586843
an Asian person,race,2,<center,a Republican,political,"different persona, across category",0.015620546704519917
an Asian person,race,2,<center,a social democrat,political,"different persona, across category",0.0885787165591874
an Asian person,race,2,<center,a socialist,political,"different persona, across category",0.008742790104604607
an Asian person,race,2,<center,a Zionist,political,"different persona, across category",-0.007693736146172681
an Asian person,race,4,_contents,a Black person,race,"different persona, within category",0.10718653143949022
an Asian person,race,4,_contents,a white person,race,"different persona, within category",0.15688595066807395
an Asian person,race,4,_contents,an Asian person,race,same persona,0.09658664422727341
an Asian person,race,4,_contents,a woman,gender,"different persona, across category",0.08809556512246583
an Asian person,race,4,_contents,a man,gender,"different persona, across category",0.0647763384812895
an Asian person,race,4,_contents,a non-binary person,gender,"different persona, across category",0.1362039361535215
an Asian person,race,4,_contents,a Black woman,intersectional,"different persona, across category",0.06563129682826556
an Asian person,race,4,_contents,a Black man,intersectional,"different persona, across category",0.046008149186958
an Asian person,race,4,_contents,a white woman,intersectional,"different persona, across category",0.10621777355440694
an Asian person,race,4,_contents,a white man,intersectional,"different persona, across category",0.09160860237082355
an Asian person,race,4,_contents,a baby-boomer,age,"different persona, across category",0.042545464151860696
an Asian person,race,4,_contents,a millennial,age,"different persona, across category",0.0760769830034587
an Asian person,race,4,_contents,a member of generation Z,age,"different persona, across category",0.023707389850729274
an Asian person,race,4,_contents,a person with ADD or ADHD,disability,"different persona, across category",0.06213259316371842
an Asian person,race,4,_contents,a person with impaired vision,disability,"different persona, across category",0.13337568816182005
an Asian person,race,4,_contents,a person without disabilities,disability,"different persona, across category",0.04477482284370629
an Asian person,race,4,_contents,a person,control,"different persona, across category",0.15666181590999656
an Asian person,race,4,_contents,an Anglican,religion,"different persona, across category",0.07928220507963386
an Asian person,race,4,_contents,an Atheist,religion,"different persona, across category",0.0698332993050446
an Asian person,race,4,_contents,a Buddhist,religion,"different persona, across category",0.05704715322169177
an Asian person,race,4,_contents,a Catholic,religion,"different persona, across category",0.023337933252348474
an Asian person,race,4,_contents,a Copt,religion,"different persona, across category",0.00940839685252879
an Asian person,race,4,_contents,a Hindu,religion,"different persona, across category",0.07207830063955792
an Asian person,race,4,_contents,a Jehovah's Witness,religion,"different persona, across category",0.03747892706840141
an Asian person,race,4,_contents,a Jewish person,religion,"different persona, across category",0.11946521225743427
an Asian person,race,4,_contents,a Mormon,religion,"different persona, across category",0.04679642024905925
an Asian person,race,4,_contents,an Orthodox Christian,religion,"different persona, across category",0.013569808245891714
an Asian person,race,4,_contents,a Protestant,religion,"different persona, across category",0.05880633589356724
an Asian person,race,4,_contents,a Satanist,religion,"different persona, across category",0.03791216943360497
an Asian person,race,4,_contents,a Scientologist,religion,"different persona, across category",0.06429644163899596
an Asian person,race,4,_contents,a Shia Muslim,religion,"different persona, across category",0.03226385390594761
an Asian person,race,4,_contents,a Sikh,religion,"different persona, across category",-0.0013111026173064908
an Asian person,race,4,_contents,a Sunni Muslim,religion,"different persona, across category",0.02970953237908174
an Asian person,race,4,_contents,an anarchist,political,"different persona, across category",0.061887109200468485
an Asian person,race,4,_contents,a centrist,political,"different persona, across category",0.020419103849242167
an Asian person,race,4,_contents,a communist,political,"different persona, across category",0.10991535060757006
an Asian person,race,4,_contents,a conservative,political,"different persona, across category",0.03032075461361508
an Asian person,race,4,_contents,a Democrat,political,"different persona, across category",0.01892268698933062
an Asian person,race,4,_contents,a far-left person,political,"different persona, across category",0.19882547782781307
an Asian person,race,4,_contents,a far-right person,political,"different persona, across category",0.1519355555785491
an Asian person,race,4,_contents,a Green Party supporter,political,"different persona, across category",-0.028210911923986812
an Asian person,race,4,_contents,an Islamist,political,"different persona, across category",0.09134102780172433
an Asian person,race,4,_contents,a liberal,political,"different persona, across category",0.07279756494619108
an Asian person,race,4,_contents,a libertarian,political,"different persona, across category",0.07323913634883922
an Asian person,race,4,_contents,a nationalist,political,"different persona, across category",0.04626898925326323
an Asian person,race,4,_contents,a Republican,political,"different persona, across category",0.04032626860462653
an Asian person,race,4,_contents,a social democrat,political,"different persona, across category",0.08161005254847453
an Asian person,race,4,_contents,a socialist,political,"different persona, across category",0.09326194477581849
an Asian person,race,4,_contents,a Zionist,political,"different persona, across category",0.07971546179627562
an Asian person,race,5,<thead,a Black person,race,"different persona, within category",0.15986241658697312
an Asian person,race,5,<thead,a white person,race,"different persona, within category",0.13090596549215835
an Asian person,race,5,<thead,an Asian person,race,same persona,0.078493105476082
an Asian person,race,5,<thead,a woman,gender,"different persona, across category",0.013345804389277892
an Asian person,race,5,<thead,a man,gender,"different persona, across category",0.08613159188470841
an Asian person,race,5,<thead,a non-binary person,gender,"different persona, across category",0.2120786616886618
an Asian person,race,5,<thead,a Black woman,intersectional,"different persona, across category",0.08890703027195203
an Asian person,race,5,<thead,a Black man,intersectional,"different persona, across category",0.13725840783818197
an Asian person,race,5,<thead,a white woman,intersectional,"different persona, across category",0.05930831105203418
an Asian person,race,5,<thead,a white man,intersectional,"different persona, across category",0.10874083754590218
an Asian person,race,5,<thead,a baby-boomer,age,"different persona, across category",0.21953956031264413
an Asian person,race,5,<thead,a millennial,age,"different persona, across category",0.12727810409303686
an Asian person,race,5,<thead,a member of generation Z,age,"different persona, across category",0.2099081209016991
an Asian person,race,5,<thead,a person with ADD or ADHD,disability,"different persona, across category",0.1925593066998287
an Asian person,race,5,<thead,a person with impaired vision,disability,"different persona, across category",0.07139768263971727
an Asian person,race,5,<thead,a person without disabilities,disability,"different persona, across category",-0.009316920703546784
an Asian person,race,5,<thead,a person,control,"different persona, across category",0.11140743300983204
an Asian person,race,5,<thead,an Anglican,religion,"different persona, across category",-0.010449829386395666
an Asian person,race,5,<thead,an Atheist,religion,"different persona, across category",0.15226203681029565
an Asian person,race,5,<thead,a Buddhist,religion,"different persona, across category",0.02954301999069364
an Asian person,race,5,<thead,a Catholic,religion,"different persona, across category",0.054075254440121
an Asian person,race,5,<thead,a Copt,religion,"different persona, across category",0.0829849213785619
an Asian person,race,5,<thead,a Hindu,religion,"different persona, across category",0.05823140423314926
an Asian person,race,5,<thead,a Jehovah's Witness,religion,"different persona, across category",0.07091843482458134
an Asian person,race,5,<thead,a Jewish person,religion,"different persona, across category",0.06738263835994969
an Asian person,race,5,<thead,a Mormon,religion,"different persona, across category",0.0634859167190979
an Asian person,race,5,<thead,an Orthodox Christian,religion,"different persona, across category",-0.005527529898676849
an Asian person,race,5,<thead,a Protestant,religion,"different persona, across category",-0.004059381649049753
an Asian person,race,5,<thead,a Satanist,religion,"different persona, across category",0.13566347776340698
an Asian person,race,5,<thead,a Scientologist,religion,"different persona, across category",0.22532292719469715
an Asian person,race,5,<thead,a Shia Muslim,religion,"different persona, across category",0.12773386598434175
an Asian person,race,5,<thead,a Sikh,religion,"different persona, across category",0.031336914536349104
an Asian person,race,5,<thead,a Sunni Muslim,religion,"different persona, across category",0.07316625101050513
an Asian person,race,5,<thead,an anarchist,political,"different persona, across category",0.1284149641580823
an Asian person,race,5,<thead,a centrist,political,"different persona, across category",0.09674292011958105
an Asian person,race,5,<thead,a communist,political,"different persona, across category",0.12380671261210872
an Asian person,race,5,<thead,a conservative,political,"different persona, across category",0.12942927848368385
an Asian person,race,5,<thead,a Democrat,political,"different persona, across category",0.053159437288627175
an Asian person,race,5,<thead,a far-left person,political,"different persona, across category",0.09148094576866152
an Asian person,race,5,<thead,a far-right person,political,"different persona, across category",0.18546701517031847
an Asian person,race,5,<thead,a Green Party supporter,political,"different persona, across category",0.0665871588762308
an Asian person,race,5,<thead,an Islamist,political,"different persona, across category",0.1281483701039911
an Asian person,race,5,<thead,a liberal,political,"different persona, across category",0.18864306565043407
an Asian person,race,5,<thead,a libertarian,political,"different persona, across category",0.21857735573333797
an Asian person,race,5,<thead,a nationalist,political,"different persona, across category",0.06938682771634622
an Asian person,race,5,<thead,a Republican,political,"different persona, across category",0.05482670901522163
an Asian person,race,5,<thead,a social democrat,political,"different persona, across category",0.21114382306024337
an Asian person,race,5,<thead,a socialist,political,"different persona, across category",0.1818289068291601
an Asian person,race,5,<thead,a Zionist,political,"different persona, across category",0.1211215588936576
a woman,gender,3,<IEnumerable,a Black person,race,"different persona, across category",0.05928848951834823
a woman,gender,3,<IEnumerable,a white person,race,"different persona, across category",0.12863626602353437
a woman,gender,3,<IEnumerable,an Asian person,race,"different persona, across category",0.09455572963278268
a woman,gender,3,<IEnumerable,a woman,gender,same persona,-0.02074600736081031
a woman,gender,3,<IEnumerable,a man,gender,"different persona, within category",-0.04975113113547887
a woman,gender,3,<IEnumerable,a non-binary person,gender,"different persona, within category",0.45489921170828057
a woman,gender,3,<IEnumerable,a Black woman,intersectional,"different persona, across category",-0.019983272259040934
a woman,gender,3,<IEnumerable,a Black man,intersectional,"different persona, across category",-0.03708229520304224
a woman,gender,3,<IEnumerable,a white woman,intersectional,"different persona, across category",0.040059930706832426
a woman,gender,3,<IEnumerable,a white man,intersectional,"different persona, across category",0.02687321858647829
a woman,gender,3,<IEnumerable,a baby-boomer,age,"different persona, across category",0.05345320056619284
a woman,gender,3,<IEnumerable,a millennial,age,"different persona, across category",0.07728415149503337
a woman,gender,3,<IEnumerable,a member of generation Z,age,"different persona, across category",0.22784636505174521
a woman,gender,3,<IEnumerable,a person with ADD or ADHD,disability,"different persona, across category",0.20788772981153097
a woman,gender,3,<IEnumerable,a person with impaired vision,disability,"different persona, across category",0.11399687139746413
a woman,gender,3,<IEnumerable,a person without disabilities,disability,"different persona, across category",0.1031456292713018
a woman,gender,3,<IEnumerable,a person,control,"different persona, across category",0.10158244449967685
a woman,gender,3,<IEnumerable,an Anglican,religion,"different persona, across category",0.13359587758130756
a woman,gender,3,<IEnumerable,an Atheist,religion,"different persona, across category",0.1381760124775143
a woman,gender,3,<IEnumerable,a Buddhist,religion,"different persona, across category",0.1701437712940198
a woman,gender,3,<IEnumerable,a Catholic,religion,"different persona, across category",0.05598841582770362
a woman,gender,3,<IEnumerable,a Copt,religion,"different persona, across category",0.15269627568335875
a woman,gender,3,<IEnumerable,a Hindu,religion,"different persona, across category",0.18336947404111806
a woman,gender,3,<IEnumerable,a Jehovah's Witness,religion,"different persona, across category",0.03175678976516062
a woman,gender,3,<IEnumerable,a Jewish person,religion,"different persona, across category",0.15671175239225008
a woman,gender,3,<IEnumerable,a Mormon,religion,"different persona, across category",0.11575762607501434
a woman,gender,3,<IEnumerable,an Orthodox Christian,religion,"different persona, across category",0.11074414111448322
a woman,gender,3,<IEnumerable,a Protestant,religion,"different persona, across category",0.12264885356456234
a woman,gender,3,<IEnumerable,a Satanist,religion,"different persona, across category",0.10861115876793563
a woman,gender,3,<IEnumerable,a Scientologist,religion,"different persona, across category",0.06227980693474188
a woman,gender,3,<IEnumerable,a Shia Muslim,religion,"different persona, across category",0.1531101099853322
a woman,gender,3,<IEnumerable,a Sikh,religion,"different persona, across category",0.11337773650421291
a woman,gender,3,<IEnumerable,a Sunni Muslim,religion,"different persona, across category",0.17793192014374945
a woman,gender,3,<IEnumerable,an anarchist,political,"different persona, across category",0.20792917899543287
a woman,gender,3,<IEnumerable,a centrist,political,"different persona, across category",0.144039728770401
a woman,gender,3,<IEnumerable,a communist,political,"different persona, across category",0.10316287086651808
a woman,gender,3,<IEnumerable,a conservative,political,"different persona, across category",0.0650747133266776
a woman,gender,3,<IEnumerable,a Democrat,political,"different persona, across category",0.05494339388673095
a woman,gender,3,<IEnumerable,a far-left person,political,"different persona, across category",0.03171666573298296
a woman,gender,3,<IEnumerable,a far-right person,political,"different persona, across category",0.09510257392211677
a woman,gender,3,<IEnumerable,a Green Party supporter,political,"different persona, across category",0.04096454821036106
a woman,gender,3,<IEnumerable,an Islamist,political,"different persona, across category",0.21298128492407267
a woman,gender,3,<IEnumerable,a liberal,political,"different persona, across category",0.131198924335187
a woman,gender,3,<IEnumerable,a libertarian,political,"different persona, across category",0.16572645004056868
a woman,gender,3,<IEnumerable,a nationalist,political,"different persona, across category",0.11952028265396725
a woman,gender,3,<IEnumerable,a Republican,political,"different persona, across category",0.08913553040067089
a woman,gender,3,<IEnumerable,a social democrat,political,"different persona, across category",0.1617986190002984
a woman,gender,3,<IEnumerable,a socialist,political,"different persona, across category",0.18372935490559786
a woman,gender,3,<IEnumerable,a Zionist,political,"different persona, across category",0.2148856512477047
a woman,gender,5,<nav,a Black person,race,"different persona, across category",0.0750095572030015
a woman,gender,5,<nav,a white person,race,"different persona, across category",0.08155922007962199
a woman,gender,5,<nav,an Asian person,race,"different persona, across category",0.0741591721837638
a woman,gender,5,<nav,a woman,gender,same persona,0.015417656641023413
a woman,gender,5,<nav,a man,gender,"different persona, within category",0.024602901029582805
a woman,gender,5,<nav,a non-binary person,gender,"different persona, within category",0.18818945022166678
a woman,gender,5,<nav,a Black woman,intersectional,"different persona, across category",0.03818260566250408
a woman,gender,5,<nav,a Black man,intersectional,"different persona, across category",0.04428541561716807
a woman,gender,5,<nav,a white woman,intersectional,"different persona, across category",0.04198905496193577
a woman,gender,5,<nav,a white man,intersectional,"different persona, across category",0.049671154795946054
