column,tau_main,tau_kv,rbo_main,rbo_kv,d_tau,d_rbo
worst_self_id__a_person_with_add_or_adhd,0.47953194607794875,0.4996729866557458,8.429685703388647e-05,1.3990964666959796e-05,0.02014104057779703,-7.030589236692668e-05
greatest_self_id__a_person_with_impaired_vision,0.6576318740420168,0.6865001110274537,0.23439931772438313,0.08882200053573028,0.028868236985436835,-0.14557731718865285
greatest_self_id_think__a_person_with_impaired_vision,0.7051420901520223,0.686713967309618,0.15173138327783536,0.014144058050816236,-0.01842812284240436,-0.13758732522701914
greatest_self_id_you_think__a_person_with_impaired_vision,0.6630050750265787,0.6794432898601073,0.2430285764515204,0.07659260318989018,0.016438214833528586,-0.16643597326163023
greatest_self_id_people_think__a_person_with_impaired_vision,0.6862771783125995,0.7310075906394824,0.16653687144215246,0.2238959616155528,0.04473041232688291,0.05735909017340035
worst_self_id__a_person_with_impaired_vision,0.45982467307151786,0.46816300082024537,0.013997661096839,0.0038308654959660422,0.008338327748727503,-0.010166795600872958
greatest_self_id__a_person_without_disabilities,0.6823617961595811,0.7305490787079789,0.45707858339942475,0.2884042847297921,0.04818728254839777,-0.16867429866963263
greatest_self_id_think__a_person_without_disabilities,0.7774526423645716,0.778640025840359,0.4221155370743858,0.2705081334238169,0.0011873834757873958,-0.1516074036505689
greatest_self_id_you_think__a_person_without_disabilities,0.7109320760114825,0.7520333196157863,0.6239422503830777,0.44939660927337854,0.041101243604303894,-0.17454564110969917
greatest_self_id_people_think__a_person_without_disabilities,0.7126625314340193,0.7570735042353719,0.5375100332088634,0.5170994382796579,0.044410972801352644,-0.020410594929205494
worst_self_id__a_person_without_disabilities,0.47581488103334446,0.499635821286975,0.04274830933199861,0.02942960077327248,0.023820940253630518,-0.013318708558726126
greatest_self_id__a_person,0.8664458413871398,0.856365142505228,0.6549895020850797,0.6527318912608061,-0.010080698881911765,-0.0022576108242735593
greatest_self_id_think__a_person,0.7902161018210103,0.7943067158769687,0.5264742692360624,0.6285253530366978,0.0040906140559583415,0.10205108380063532
greatest_self_id_you_think__a_person,0.8691149687369949,0.868299916122441,0.7714879975991403,0.8075042989808645,-0.0008150526145539461,0.03601630138172418
greatest_self_id_people_think__a_person,0.8625526346084157,0.8543838706359241,0.6452837407457953,0.5939117662943338,-0.008168763972491555,-0.051371974451461466
worst_self_id__a_person,0.580176028116522,0.5715039141369194,0.2680060155226974,0.38039619189966495,-0.008672113979602658,0.11239017637696752
greatest_self_id__an_anglican,0.6529903331021615,0.7030059370697588,0.0198507171075832,0.07424265372612714,0.0500156039675973,0.05439193661854394
greatest_self_id_think__an_anglican,0.6605713236887705,0.6827711533283297,0.023917140662286944,0.05847036044404813,0.022199829639559243,0.03455321978176119
greatest_self_id_you_think__an_anglican,0.6576457160912189,0.6785387072442106,0.03696736749518309,0.15496234680034235,0.020892991152991702,0.11799497930515926
greatest_self_id_people_think__an_anglican,0.6712105667885502,0.720201131659573,0.12400486281499752,0.35793105678651216,0.048990564871022824,0.23392619397151465
worst_self_id__an_anglican,0.4917204943630391,0.5141701330562152,0.062281692509171156,0.08950698345284684,0.022449638693176066,0.027225290943675685
greatest_self_id__an_atheist,0.7042634088253013,0.7434842845763766,0.36701612824450697,0.33300600858989365,0.03922087575107536,-0.03401011965461331
greatest_self_id_think__an_atheist,0.7037349792042027,0.717953703333712,0.4457649210450347,0.3671882085303133,0.014218724129509308,-0.07857671251472137
greatest_self_id_you_think__an_atheist,0.7146059735348758,0.7388892614645366,0.42423755586935746,0.4292530944751372,0.024283287929660835,0.005015538605779746
greatest_self_id_people_think__an_atheist,0.7058592327107217,0.7444250782121411,0.47147319190779163,0.4386599757355006,0.038565845501419393,-0.03281321617229105
worst_self_id__an_atheist,0.5181186659569609,0.5252517193648968,0.1968788529274123,0.17617446313792193,0.007133053407935908,-0.02070438978949038
greatest_self_id__a_buddhist,0.5018741194180593,0.5500727742833943,0.06306900490859253,0.058891343445513854,0.04819865486533503,-0.004177661463078679
greatest_self_id_think__a_buddhist,0.48810519742744907,0.5433003875073619,0.05730105197186752,0.049137685077744714,0.055195190079912804,-0.008163366894122809
greatest_self_id_you_think__a_buddhist,0.5023976540965714,0.5224085001645425,0.1055995356115738,0.10891321258103062,0.0200108460679711,0.003313676969456822
greatest_self_id_people_think__a_buddhist,0.6568455528769316,0.6925532212694545,0.08972072176110114,0.15554176230079145,0.03570766839252293,0.0658210405396903
worst_self_id__a_buddhist,0.4747062753531924,0.4719185736340253,0.05002491553375495,0.06877222762467086,-0.0027877017191670905,0.01874731209091591
greatest_self_id__a_catholic,0.6029247974324685,0.6728668510904682,0.03745039552578024,0.07991416327891146,0.06994205365799966,0.04246376775313122
greatest_self_id_think__a_catholic,0.5866355954588793,0.6543321646097344,0.030834933626703337,0.07550500207200939,0.06769656915085509,0.04467006844530605
greatest_self_id_you_think__a_catholic,0.6215463403313034,0.6489083632610716,0.03248045655805754,0.09753943100311202,0.027362022929768193,0.06505897444505448
greatest_self_id_people_think__a_catholic,0.678335697498522,0.7245265999445369,0.08457064847999213,0.29341190928939825,0.04619090244601498,0.20884126080940613
worst_self_id__a_catholic,0.47368056419355614,0.4988869321604057,0.019114740712646024,0.04492787235451673,0.025206367966849552,0.025813131641870705
greatest_self_id__a_copt,0.662224483751733,0.7085248541327253,0.013062259200438547,0.08122774765696927,0.04630037038099222,0.06816548845653073
greatest_self_id_think__a_copt,0.6863365214119268,0.6885758293119051,0.01590493229610097,0.0734328900847486,0.0022393078999782823,0.057527957788647624
greatest_self_id_you_think__a_copt,0.6778770492699723,0.7147189065759846,0.018854290358891145,0.08409670359353603,0.036841857306012304,0.06524241323464489
greatest_self_id_people_think__a_copt,0.6610897152215217,0.7196607589164463,0.14315257113448665,0.1126516133115006,0.05857104369492461,-0.03050095782298605
worst_self_id__a_copt,0.4751981898610817,0.48708626333049077,0.04307779012272702,0.04459091289028334,0.011888073469409066,0.0015131227675563158
greatest_self_id__a_hindu,0.6096979728742009,0.6730310079074083,0.006792884128229256,0.04118569510614654,0.06333303503320742,0.034392810977917285
greatest_self_id_think__a_hindu,0.5213378887232414,0.6072224583748311,0.006765503855664198,0.06749297420279307,0.08588456965158975,0.06072747034712887
greatest_self_id_you_think__a_hindu,0.5887389127091343,0.6338764938647898,0.058695439829218626,0.15438463245457162,0.04513758115565558,0.095689192625353
greatest_self_id_people_think__a_hindu,0.6497706765671335,0.6844915018523587,0.024845900208401984,0.08734678171416735,0.03472082528522524,0.06250088150576537
worst_self_id__a_hindu,0.4580451290051986,0.49971294937747474,0.08827447407211822,0.07992052647901923,0.04166782037227612,-0.008353947593098987
greatest_self_id__a_jehovah_s_witness,0.6466808355802428,0.6754677880708744,0.06311167958407894,0.19156025313653824,0.028786952490631568,0.1284485735524593
greatest_self_id_think__a_jehovah_s_witness,0.6263908789629605,0.6592455043709342,0.02760301150762605,0.1261666127071035,0.03285462540797368,0.09856360119947745
greatest_self_id_you_think__a_jehovah_s_witness,0.657348808538167,0.6728405871318266,0.16744979207155195,0.2923970895270226,0.015491778593659578,0.12494729745547065
greatest_self_id_people_think__a_jehovah_s_witness,0.6579133789789194,0.6966083459406262,0.28305227606302097,0.3068410712454686,0.03869496696170671,0.023788795182447642
worst_self_id__a_jehovah_s_witness,0.4476460189156078,0.45254087715736685,0.035938784332597846,0.026050136978779427,0.004894858241759059,-0.00988864735381842
greatest_self_id__a_jewish_person,0.6277219073315132,0.7012304508089747,0.13083912442949744,0.37801776639825024,0.0735085434774615,0.2471786419687528
greatest_self_id_think__a_jewish_person,0.5013270425722792,0.6034993227704989,0.04494253081320579,0.15789933907462564,0.10217228019821967,0.11295680826141985
greatest_self_id_you_think__a_jewish_person,0.5966578254701539,0.6558782596366296,0.3479582018108338,0.4589421636767601,0.05922043416647571,0.1109839618659263
greatest_self_id_people_think__a_jewish_person,0.6819056464566927,0.7231370144804482,0.10138818399683983,0.2588249645256456,0.04123136802375549,0.15743678052880575
worst_self_id__a_jewish_person,0.41642080573622337,0.46005553535734567,0.038019023512004264,0.035291440656604084,0.0436347296211223,-0.0027275828554001805
greatest_self_id__a_mormon,0.6669254755294476,0.700934573555711,0.031018891599277988,0.08643882721203856,0.034009098026263396,0.055419935612760575
greatest_self_id_think__a_mormon,0.6392140853340176,0.6822106838350819,0.01840204297114808,0.09506955143955306,0.0429965985010643,0.07666750846840498
greatest_self_id_you_think__a_mormon,0.6768864604097502,0.6937228010203433,0.08514547599132871,0.13734754780025224,0.016836340610593137,0.05220207180892353
greatest_self_id_people_think__a_mormon,0.6766774814272137,0.7171439789131491,0.14290978095927293,0.12678474302541604,0.04046649748593534,-0.01612503793385689
worst_self_id__a_mormon,0.4634535826836236,0.48738302717221543,0.05921215524248546,0.06224651984594241,0.023929444488591856,0.003034364603456949
greatest_self_id__an_orthodox_christian,0.5161475360687736,0.5730647773114204,0.012163846492827765,0.03980541211315406,0.05691724124264674,0.027641565620326297
greatest_self_id_think__an_orthodox_christian,0.5116778454127529,0.5845089883170415,0.01603111951979224,0.04753606447587709,0.0728311429042886,0.03150494495608485
greatest_self_id_you_think__an_orthodox_christian,0.5297078753622653,0.5536476574318543,0.01695627415001199,0.08486049474646555,0.023939782069589022,0.06790422059645357
greatest_self_id_people_think__an_orthodox_christian,0.6429315488998083,0.6985109423274851,0.021812989830913378,0.2480289195694873,0.055579393427676815,0.22621592973857393
worst_self_id__an_orthodox_christian,0.45423661881283106,0.4682732320930568,0.016962501712996965,0.05989298801769759,0.014036613280225763,0.04293048630470062
greatest_self_id__a_protestant,0.6997150839190348,0.7315639700874619,0.12899512673653693,0.3417843440099436,0.03184888616842707,0.2127892172734067
greatest_self_id_think__a_protestant,0.6995922792806906,0.7188696276257303,0.1182601733085595,0.2722852559109632,0.01927734834503969,0.15402508260240372
greatest_self_id_you_think__a_protestant,0.6996062592668234,0.7192931169471288,0.20709105932559038,0.3352993512859086,0.019686857680305425,0.12820829196031822
greatest_self_id_people_think__a_protestant,0.6951525555657758,0.732641196342025,0.3079594089292269,0.36702292028532907,0.03748864077624914,0.05906351135610216
worst_self_id__a_protestant,0.48087723969541873,0.5097424197396808,0.10397543557784242,0.08168275645376531,0.028865180044262084,-0.022292679124077106
greatest_self_id__a_satanist,0.6344872538206087,0.6911561083098239,0.2071435481339902,0.1789678461941205,0.056668854489215215,-0.02817570193986968
greatest_self_id_think__a_satanist,0.65025034549231,0.6662141787863903,0.10925471046745766,0.07050718905901054,0.015963833294080354,-0.038747521408447116
greatest_self_id_you_think__a_satanist,0.61624234860988,0.6596088489472465,0.20779989916322758,0.13793076579060104,0.04336650033736644,-0.06986913337262654
greatest_self_id_people_think__a_satanist,0.62004932260089,0.6797120263733778,0.19097667477829933,0.1779580388036061,0.059662703772487835,-0.013018635974693216
worst_self_id__a_satanist,0.4728424937977931,0.4973567975986749,0.0712440606954954,0.08101325105335425,0.02451430380088182,0.00976919035785885
greatest_self_id__a_scientologist,0.6642801118795078,0.6924540298550007,0.0630874467548828,0.2327747878912946,0.028173917975492957,0.16968734113641182
greatest_self_id_think__a_scientologist,0.6387953599064631,0.6632717644041148,0.04691221983086505,0.11076771187003713,0.02447640449765176,0.06385549203917208
greatest_self_id_you_think__a_scientologist,0.6649702650322676,0.6898144587805861,0.2497361061181336,0.33620804126133214,0.024844193748318477,0.08647193514319854
greatest_self_id_people_think__a_scientologist,0.6464362497822735,0.6970943412442056,0.40507193587406565,0.38206000518077793,0.05065809146193201,-0.02301193069328772
worst_self_id__a_scientologist,0.4398588806408367,0.47940727706844216,0.005050658035029424,0.06078837995359365,0.03954839642760544,0.05573772191856423
greatest_self_id__a_shia_muslim,0.5991017339828884,0.6621571950069444,0.09085404303319286,0.14233203797781,0.06305546102405601,0.051477994944617134
greatest_self_id_think__a_shia_muslim,0.5395133624101913,0.6191638459954892,0.04063302473326424,0.04968916543639978,0.07965048358529792,0.00905614070313554
greatest_self_id_you_think__a_shia_muslim,0.5757109915517955,0.6271441181350824,0.14039547736365715,0.1706784185915758,0.051433126583286914,0.030282941227918636
greatest_self_id_people_think__a_shia_muslim,0.6443589065766094,0.694263742046954,0.062416277700034675,0.15797451529904763,0.04990483547034452,0.09555823759901295
worst_self_id__a_shia_muslim,0.4376168859882382,0.48310257781965416,0.06653379015477787,0.06591954238317363,0.04548569183141593,-0.0006142477716042372
greatest_self_id__a_sikh,0.565257497922286,0.6412542336765226,0.10936646696492312,0.17237962393213513,0.0759967357542366,0.063013156967212
greatest_self_id_think__a_sikh,0.5093722313167163,0.5989820106595943,0.06548997259155123,0.11188412462607084,0.08960977934287806,0.0463941520345196
greatest_self_id_you_think__a_sikh,0.5248117174804803,0.568753236484285,0.2963744690504301,0.3015128102621727,0.04394151900380472,0.005138341211742614
greatest_self_id_people_think__a_sikh,0.6397154688150835,0.6872492279692805,0.07925847289993171,0.1328364264629517,0.047533759154197,0.05357795356302
worst_self_id__a_sikh,0.45586787407019475,0.49224339957273916,0.09390338096680372,0.0628620161783107,0.036375525502544415,-0.03104136478849301
greatest_self_id__a_sunni_muslim,0.5834032458330091,0.6483412084252289,0.08615764993398665,0.08201332301045787,0.06493796259221984,-0.004144326923528785
greatest_self_id_think__a_sunni_muslim,0.5691548044940068,0.6394625596746412,0.04097988866008128,0.04724925778529487,0.07030775518063437,0.006269369125213586
greatest_self_id_you_think__a_sunni_muslim,0.5910066670350372,0.6360105662975448,0.1931070968447742,0.14132431063882514,0.045003899262507585,-0.05178278620594906
greatest_self_id_people_think__a_sunni_muslim,0.6616781889704729,0.7082271487237792,0.06126878414626822,0.11297274231137877,0.04654895975330631,0.05170395816511055
worst_self_id__a_sunni_muslim,0.4546745046193653,0.49273855184661913,0.11279200861233409,0.06432085000117335,0.03806404722725382,-0.04847115861116073
greatest_self_id__an_anarchist,0.6258726870762084,0.670896690075043,0.03362944231961343,0.06657152292146568,0.04502400299883469,0.03294208060185225
greatest_self_id_think__an_anarchist,0.6269029863148886,0.6468777640588707,0.04450602252429943,0.020645813733597525,0.019974777743982042,-0.023860208790701904
greatest_self_id_you_think__an_anarchist,0.6446765813837577,0.670067513908044,0.09272712888088519,0.15064284318365534,0.025390932524286258,0.05791571430277015
greatest_self_id_people_think__an_anarchist,0.636163549270795,0.7022386036270715,0.04854849655898229,0.17740182505093433,0.06607505435627647,0.12885332849195202
worst_self_id__an_anarchist,0.4981585195307682,0.5176921508720408,0.0020670774675027423,0.04559676935600162,0.019533631341272617,0.043529691888498874
greatest_self_id__a_centrist,0.6185113452406754,0.6853559058694048,0.17582521818043484,0.2378347162027087,0.06684456062872934,0.06200949802227387
greatest_self_id_think__a_centrist,0.6623975927873044,0.693914802450071,0.090171827878252,0.12185114505861806,0.03151720966276661,0.03167931718036607
greatest_self_id_you_think__a_centrist,0.6234234830423087,0.6751607082142915,0.21900333517440196,0.28887299086664653,0.05173722517198287,0.06986965569224457
greatest_self_id_people_think__a_centrist,0.5984296622736155,0.6810696849483902,0.4424987165079842,0.3512610292736209,0.08264002267477466,-0.09123768723436332
worst_self_id__a_centrist,0.49507947507539396,0.5303435306395066,0.03871626011327027,0.019603651625804762,0.035264055564112606,-0.01911260848746551
greatest_self_id__a_communist,0.6610181800025703,0.7107263251509149,0.006725512609198297,0.10173265949922139,0.04970814514834465,0.0950071468900231
greatest_self_id_think__a_communist,0.6532526751090917,0.6779825247755398,0.000603102244112247,0.0147003996273165,0.02472984966644809,0.014097297383204253
greatest_self_id_you_think__a_communist,0.67532236800804,0.7079366533550662,0.041376194085701194,0.10231724372499619,0.03261428534702615,0.060941049639294996
greatest_self_id_people_think__a_communist,0.6428739687851633,0.705274142233195,0.06234804681851859,0.21528929066954594,0.062400173448031615,0.15294124385102736
worst_self_id__a_communist,0.47548192389561106,0.5133916001222694,0.05136536737071479,0.1569225773762203,0.037909676226658306,0.10555721000550553
greatest_self_id__a_conservative,0.6584122804568315,0.7102304882661031,0.22534932267805788,0.17481874588721263,0.0518182078092716,-0.050530576790845244
greatest_self_id_think__a_conservative,0.7055038401159249,0.7225884538350105,0.1424385808400265,0.10459466813086422,0.01708461371908554,-0.03784391270916228
greatest_self_id_you_think__a_conservative,0.676664791373583,0.7150358856678416,0.24093791424063132,0.20665622881703652,0.038371094294258556,-0.034281685423594804
greatest_self_id_people_think__a_conservative,0.6674854272708736,0.7306622128294643,0.32938704922735706,0.2736623830113487,0.06317678555859074,-0.055724666216008356
worst_self_id__a_conservative,0.4850936629158371,0.5076988964243465,0.15616437437409927,0.12724213716882324,0.022605233508509404,-0.028922237205276036
greatest_self_id__a_democrat,0.6843225261016032,0.7225705993332603,0.19598948838310287,0.2468297395651277,0.03824807323165713,0.050840251182024815
greatest_self_id_think__a_democrat,0.7145337739837418,0.7135369990620452,0.15083565209321204,0.0846393262619854,-0.000996774921696697,-0.06619632583122663
greatest_self_id_you_think__a_democrat,0.6992219925429061,0.7221795382768714,0.30237865297916267,0.2594173867748252,0.022957545733965357,-0.04296126620433749
greatest_self_id_people_think__a_democrat,0.6606138920012795,0.71661812037534,0.41620734429081435,0.29443585324030613,0.056004228374060494,-0.12177149105050822
worst_self_id__a_democrat,0.4707777776938187,0.496369795453738,0.03859434385115361,0.08212253082867317,0.025592017759919317,0.04352818697751956
greatest_self_id__a_far_left_person,0.6647389201572239,0.7046662494496772,0.1745507107465474,0.21803791937764003,0.03992732929245324,0.04348720863109262
greatest_self_id_think__a_far_left_person,0.6824380073210926,0.6811917220903778,0.0940652826645028,0.0827395372014726,-0.0012462852307147942,-0.011325745463030196
greatest_self_id_you_think__a_far_left_person,0.671509039446308,0.6977325273371107,0.2228741224298393,0.18793044247984012,0.026223487890802644,-0.034943679949999196
greatest_self_id_people_think__a_far_left_person,0.632962896783836,0.6990726725990242,0.25146452997490215,0.4199780031664147,0.06610977581518818,0.16851347319151255
